2024-08-07 14:03:53.745 | INFO     | save_data:Data saved: | main_window.py:254
2024-08-07 14:12:37.089 | INFO     | update_data_display:Displayed Data: | main_window.py:231
2024-08-07 14:12:37.090 | INFO     | update_data_display:Season Parker:  | main_window.py:233
2024-08-07 14:12:37.091 | INFO     | update_data_display:qsd:  | main_window.py:233
2024-08-07 14:12:37.091 | INFO     | update_data_display:['04.06.2024 00:00:00', '1029'] | main_window.py:235
2024-08-07 14:12:37.092 | INFO     | update_data_display:['04.06.2024 00:00:00', '1029'] | main_window.py:235
2024-08-07 14:12:37.093 | INFO     | update_data_display:['04.06.2024 00:00:00', '1029'] | main_window.py:235
2024-08-07 14:12:37.093 | INFO     | update_data_display:['04.06.2024 00:00:00', '1029'] | main_window.py:235
2024-08-07 14:12:37.094 | INFO     | update_data_display:['04.06.2024 14:00:00', '1029'] | main_window.py:235
2024-08-07 14:12:37.094 | INFO     | update_data_display:['04.06.2024 14:00:00', '1029'] | main_window.py:235
2024-08-07 14:12:37.095 | INFO     | update_data_display:['04.06.2024 14:00:00', '1029'] | main_window.py:235
2024-08-07 14:12:37.095 | INFO     | update_data_display:['04.06.2024 14:00:00', '1029'] | main_window.py:235
2024-08-07 14:12:40.268 | INFO     | update_data_display:Displayed Data: | main_window.py:231
2024-08-07 14:12:40.270 | INFO     | update_data_display:Season Parker:  | main_window.py:233
2024-08-07 14:12:40.272 | INFO     | update_data_display:['04.06.2024 00:00:00'] | main_window.py:235
2024-08-07 14:12:40.273 | INFO     | update_data_display:['04.06.2024 00:00:00'] | main_window.py:235
2024-08-07 14:12:40.275 | INFO     | update_data_display:['04.06.2024 00:00:00'] | main_window.py:235
2024-08-07 14:12:40.278 | INFO     | update_data_display:['04.06.2024 00:00:00'] | main_window.py:235
2024-08-07 14:12:40.279 | INFO     | update_data_display:['04.06.2024 14:00:00'] | main_window.py:235
2024-08-07 14:12:40.281 | INFO     | update_data_display:['04.06.2024 14:00:00'] | main_window.py:235
2024-08-07 14:12:40.283 | INFO     | update_data_display:['04.06.2024 14:00:00'] | main_window.py:235
2024-08-07 14:12:40.286 | INFO     | update_data_display:['04.06.2024 14:00:00'] | main_window.py:235
2024-08-07 14:13:11.205 | INFO     | update_data_display:Displayed Data: | main_window.py:229
2024-08-07 14:13:11.205 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:11.206 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:11.207 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:11.207 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:11.207 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:11.207 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:11.207 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:11.208 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:15.963 | INFO     | update_data_display:Displayed Data: | main_window.py:229
2024-08-07 14:13:15.966 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:15.967 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:15.969 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:15.970 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:15.972 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:15.974 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:15.976 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:15.978 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:22.153 | INFO     | update_data_display:Displayed Data: | main_window.py:229
2024-08-07 14:13:22.153 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:22.154 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:22.154 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:22.154 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:22.155 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:22.155 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:22.156 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:22.156 | INFO     | update_data_display:[] | main_window.py:233
2024-08-07 14:13:27.256 | INFO     | save_data:Data saved: | main_window.py:251
2024-08-07 14:13:32.575 | INFO     | on_template_change:Template ID: qs | main_window.py:237
2024-08-07 14:13:32.633 | INFO     | on_template_change:Template ID: qs | main_window.py:237
2024-08-07 14:13:33.957 | INFO     | on_template_change:Template ID: q | main_window.py:237
2024-08-07 14:13:34.150 | INFO     | on_template_change:Template ID:  | main_window.py:237
2024-08-07 14:13:34.329 | INFO     | on_template_change:Template ID:  | main_window.py:237
2024-08-07 14:13:34.448 | INFO     | on_template_change:Template ID:  | main_window.py:237
2024-08-07 14:13:34.581 | INFO     | on_template_change:Template ID:  | main_window.py:237
2024-08-07 14:13:34.703 | INFO     | on_template_change:Template ID:  | main_window.py:237
2024-08-07 14:32:30.157 | INFO     | update_data_display:Displayed Data: | main_window.py:233
2024-08-07 14:32:30.157 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:30.158 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:30.158 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:30.158 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:30.158 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:30.159 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:30.159 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:30.159 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:33.970 | INFO     | update_data_display:Displayed Data: | main_window.py:233
2024-08-07 14:32:33.971 | INFO     | update_data_display:Park:  | main_window.py:235
2024-08-07 14:32:33.973 | INFO     | update_data_display:['1029'] | main_window.py:237
2024-08-07 14:32:33.975 | INFO     | update_data_display:['1029'] | main_window.py:237
2024-08-07 14:32:33.976 | INFO     | update_data_display:['1029'] | main_window.py:237
2024-08-07 14:32:33.979 | INFO     | update_data_display:['1029'] | main_window.py:237
2024-08-07 14:32:33.981 | INFO     | update_data_display:['1029'] | main_window.py:237
2024-08-07 14:32:33.982 | INFO     | update_data_display:['1029'] | main_window.py:237
2024-08-07 14:32:33.984 | INFO     | update_data_display:['1029'] | main_window.py:237
2024-08-07 14:32:33.986 | INFO     | update_data_display:['1029'] | main_window.py:237
2024-08-07 14:32:36.305 | INFO     | update_data_display:Displayed Data: | main_window.py:233
2024-08-07 14:32:36.307 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:36.308 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:36.310 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:36.311 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:36.313 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:36.315 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:36.316 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:32:36.318 | INFO     | update_data_display:[] | main_window.py:237
2024-08-07 14:39:06.517 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:39:06.517 | INFO     | update_data_display:Row 1: Indexes 1 with values [] | main_window.py:252
2024-08-07 14:39:06.518 | INFO     | update_data_display:Row 2: Indexes 2 with values [] | main_window.py:252
2024-08-07 14:39:06.518 | INFO     | update_data_display:Row 3: Indexes 3 with values [] | main_window.py:252
2024-08-07 14:39:06.518 | INFO     | update_data_display:Row 4: Indexes 4 with values [] | main_window.py:252
2024-08-07 14:39:06.518 | INFO     | update_data_display:Row 5: Indexes 5 with values [] | main_window.py:252
2024-08-07 14:39:06.519 | INFO     | update_data_display:Row 6: Indexes 6 with values [] | main_window.py:252
2024-08-07 14:39:06.519 | INFO     | update_data_display:Row 7: Indexes 7 with values [] | main_window.py:252
2024-08-07 14:39:06.519 | INFO     | update_data_display:Row 8: Indexes 8 with values [] | main_window.py:252
2024-08-07 14:39:11.677 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:39:11.679 | INFO     | update_data_display:Index 0: Column 1 | main_window.py:250
2024-08-07 14:39:11.681 | INFO     | update_data_display:Row 1: Indexes 1 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:39:11.683 | INFO     | update_data_display:Row 2: Indexes 2 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:39:11.684 | INFO     | update_data_display:Row 3: Indexes 3 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:39:11.686 | INFO     | update_data_display:Row 4: Indexes 4 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:39:11.688 | INFO     | update_data_display:Row 5: Indexes 5 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:39:11.690 | INFO     | update_data_display:Row 6: Indexes 6 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:39:11.692 | INFO     | update_data_display:Row 7: Indexes 7 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:39:11.694 | INFO     | update_data_display:Row 8: Indexes 8 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:39:16.077 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:39:16.079 | INFO     | update_data_display:Index 0: Column 1 | main_window.py:250
2024-08-07 14:39:16.080 | INFO     | update_data_display:Index 1: Column 2 | main_window.py:250
2024-08-07 14:39:16.082 | INFO     | update_data_display:Row 1: Indexes 1 with values ['05.06.2024', '3'] | main_window.py:252
2024-08-07 14:39:16.084 | INFO     | update_data_display:Row 2: Indexes 2 with values ['05.06.2024', '3'] | main_window.py:252
2024-08-07 14:39:16.086 | INFO     | update_data_display:Row 3: Indexes 3 with values ['05.06.2024', '3'] | main_window.py:252
2024-08-07 14:39:16.088 | INFO     | update_data_display:Row 4: Indexes 4 with values ['05.06.2024', '3'] | main_window.py:252
2024-08-07 14:39:16.090 | INFO     | update_data_display:Row 5: Indexes 5 with values ['05.06.2024', '2'] | main_window.py:252
2024-08-07 14:39:16.092 | INFO     | update_data_display:Row 6: Indexes 6 with values ['05.06.2024', '2'] | main_window.py:252
2024-08-07 14:39:16.095 | INFO     | update_data_display:Row 7: Indexes 7 with values ['05.06.2024', '2'] | main_window.py:252
2024-08-07 14:39:16.097 | INFO     | update_data_display:Row 8: Indexes 8 with values ['05.06.2024', '2'] | main_window.py:252
2024-08-07 14:39:28.282 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:39:28.284 | INFO     | update_data_display:Index 0: Column 1 | main_window.py:250
2024-08-07 14:39:28.286 | INFO     | update_data_display:Index 1: Column 2 | main_window.py:250
2024-08-07 14:39:28.288 | INFO     | update_data_display:Index 2: Column 3 | main_window.py:250
2024-08-07 14:39:28.289 | INFO     | update_data_display:Row 1: Indexes 1 with values ['05.06.2024', '3', '1067'] | main_window.py:252
2024-08-07 14:39:28.291 | INFO     | update_data_display:Row 2: Indexes 2 with values ['05.06.2024', '3', '1067'] | main_window.py:252
2024-08-07 14:39:28.293 | INFO     | update_data_display:Row 3: Indexes 3 with values ['05.06.2024', '3', '1067'] | main_window.py:252
2024-08-07 14:39:28.294 | INFO     | update_data_display:Row 4: Indexes 4 with values ['05.06.2024', '3', '1067'] | main_window.py:252
2024-08-07 14:39:28.296 | INFO     | update_data_display:Row 5: Indexes 5 with values ['05.06.2024', '2', '1068'] | main_window.py:252
2024-08-07 14:39:28.298 | INFO     | update_data_display:Row 6: Indexes 6 with values ['05.06.2024', '2', '1068'] | main_window.py:252
2024-08-07 14:39:28.300 | INFO     | update_data_display:Row 7: Indexes 7 with values ['05.06.2024', '2', '1068'] | main_window.py:252
2024-08-07 14:39:28.302 | INFO     | update_data_display:Row 8: Indexes 8 with values ['05.06.2024', '2', '1068'] | main_window.py:252
2024-08-07 14:39:42.967 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:39:42.969 | INFO     | update_data_display:Index 0: Column 1 | main_window.py:250
2024-08-07 14:39:42.971 | INFO     | update_data_display:Index 1: Column 2 | main_window.py:250
2024-08-07 14:39:42.972 | INFO     | update_data_display:Index 2: Column 3 | main_window.py:250
2024-08-07 14:39:42.974 | INFO     | update_data_display:Index 3: Column 4 | main_window.py:250
2024-08-07 14:39:42.975 | INFO     | update_data_display:Row 1: Indexes 1 with values ['05.06.2024', '3', '1067', '04.06.2024'] | main_window.py:252
2024-08-07 14:39:42.977 | INFO     | update_data_display:Row 2: Indexes 2 with values ['05.06.2024', '3', '1067', '04.06.2024'] | main_window.py:252
2024-08-07 14:39:42.979 | INFO     | update_data_display:Row 3: Indexes 3 with values ['05.06.2024', '3', '1067', '04.06.2024'] | main_window.py:252
2024-08-07 14:39:42.981 | INFO     | update_data_display:Row 4: Indexes 4 with values ['05.06.2024', '3', '1067', '04.06.2024'] | main_window.py:252
2024-08-07 14:39:42.983 | INFO     | update_data_display:Row 5: Indexes 5 with values ['05.06.2024', '2', '1068', '04.06.2024'] | main_window.py:252
2024-08-07 14:39:42.985 | INFO     | update_data_display:Row 6: Indexes 6 with values ['05.06.2024', '2', '1068', '04.06.2024'] | main_window.py:252
2024-08-07 14:39:42.986 | INFO     | update_data_display:Row 7: Indexes 7 with values ['05.06.2024', '2', '1068', '04.06.2024'] | main_window.py:252
2024-08-07 14:39:42.988 | INFO     | update_data_display:Row 8: Indexes 8 with values ['05.06.2024', '2', '1068', '04.06.2024'] | main_window.py:252
2024-08-07 14:40:24.759 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:40:24.762 | INFO     | update_data_display:Index 0: Column 1 | main_window.py:250
2024-08-07 14:40:24.764 | INFO     | update_data_display:Index 1: Column 2 | main_window.py:250
2024-08-07 14:40:24.765 | INFO     | update_data_display:Index 2: Column 3 | main_window.py:250
2024-08-07 14:40:24.767 | INFO     | update_data_display:Index 3: Column 4 | main_window.py:250
2024-08-07 14:40:24.769 | INFO     | update_data_display:Row 1: Indexes 1 with values ['05.06.2024', '3', '1067', '04.06.2024'] | main_window.py:252
2024-08-07 14:40:24.771 | INFO     | update_data_display:Row 2: Indexes 2 with values ['05.06.2024', '3', '1067', '04.06.2024'] | main_window.py:252
2024-08-07 14:40:24.774 | INFO     | update_data_display:Row 3: Indexes 3 with values ['05.06.2024', '3', '1067', '04.06.2024'] | main_window.py:252
2024-08-07 14:40:24.776 | INFO     | update_data_display:Row 4: Indexes 4 with values ['05.06.2024', '3', '1067', '04.06.2024'] | main_window.py:252
2024-08-07 14:40:24.778 | INFO     | update_data_display:Row 5: Indexes 5 with values ['05.06.2024', '2', '1068', '04.06.2024'] | main_window.py:252
2024-08-07 14:40:24.780 | INFO     | update_data_display:Row 6: Indexes 6 with values ['05.06.2024', '2', '1068', '04.06.2024'] | main_window.py:252
2024-08-07 14:40:24.782 | INFO     | update_data_display:Row 7: Indexes 7 with values ['05.06.2024', '2', '1068', '04.06.2024'] | main_window.py:252
2024-08-07 14:40:24.785 | INFO     | update_data_display:Row 8: Indexes 8 with values ['05.06.2024', '2', '1068', '04.06.2024'] | main_window.py:252
2024-08-07 14:40:28.134 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:40:28.135 | INFO     | update_data_display:Index 0: Column 1 | main_window.py:250
2024-08-07 14:40:28.135 | INFO     | update_data_display:Index 1: Column 2 | main_window.py:250
2024-08-07 14:40:28.136 | INFO     | update_data_display:Index 2: Column 3 | main_window.py:250
2024-08-07 14:40:28.137 | INFO     | update_data_display:Row 1: Indexes 1 with values ['05.06.2024', '3', '1067'] | main_window.py:252
2024-08-07 14:40:28.138 | INFO     | update_data_display:Row 2: Indexes 2 with values ['05.06.2024', '3', '1067'] | main_window.py:252
2024-08-07 14:40:28.138 | INFO     | update_data_display:Row 3: Indexes 3 with values ['05.06.2024', '3', '1067'] | main_window.py:252
2024-08-07 14:40:28.139 | INFO     | update_data_display:Row 4: Indexes 4 with values ['05.06.2024', '3', '1067'] | main_window.py:252
2024-08-07 14:40:28.139 | INFO     | update_data_display:Row 5: Indexes 5 with values ['05.06.2024', '2', '1068'] | main_window.py:252
2024-08-07 14:40:28.140 | INFO     | update_data_display:Row 6: Indexes 6 with values ['05.06.2024', '2', '1068'] | main_window.py:252
2024-08-07 14:40:28.141 | INFO     | update_data_display:Row 7: Indexes 7 with values ['05.06.2024', '2', '1068'] | main_window.py:252
2024-08-07 14:40:28.142 | INFO     | update_data_display:Row 8: Indexes 8 with values ['05.06.2024', '2', '1068'] | main_window.py:252
2024-08-07 14:40:30.406 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:40:30.407 | INFO     | update_data_display:Index 0: Column 1 | main_window.py:250
2024-08-07 14:40:30.408 | INFO     | update_data_display:Index 1: Column 2 | main_window.py:250
2024-08-07 14:40:30.410 | INFO     | update_data_display:Row 1: Indexes 1 with values ['05.06.2024', '3'] | main_window.py:252
2024-08-07 14:40:30.411 | INFO     | update_data_display:Row 2: Indexes 2 with values ['05.06.2024', '3'] | main_window.py:252
2024-08-07 14:40:30.411 | INFO     | update_data_display:Row 3: Indexes 3 with values ['05.06.2024', '3'] | main_window.py:252
2024-08-07 14:40:30.412 | INFO     | update_data_display:Row 4: Indexes 4 with values ['05.06.2024', '3'] | main_window.py:252
2024-08-07 14:40:30.413 | INFO     | update_data_display:Row 5: Indexes 5 with values ['05.06.2024', '2'] | main_window.py:252
2024-08-07 14:40:30.414 | INFO     | update_data_display:Row 6: Indexes 6 with values ['05.06.2024', '2'] | main_window.py:252
2024-08-07 14:40:30.415 | INFO     | update_data_display:Row 7: Indexes 7 with values ['05.06.2024', '2'] | main_window.py:252
2024-08-07 14:40:30.416 | INFO     | update_data_display:Row 8: Indexes 8 with values ['05.06.2024', '2'] | main_window.py:252
2024-08-07 14:40:31.378 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:40:31.380 | INFO     | update_data_display:Index 0: Column 1 | main_window.py:250
2024-08-07 14:40:31.382 | INFO     | update_data_display:Row 1: Indexes 1 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:40:31.383 | INFO     | update_data_display:Row 2: Indexes 2 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:40:31.385 | INFO     | update_data_display:Row 3: Indexes 3 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:40:31.386 | INFO     | update_data_display:Row 4: Indexes 4 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:40:31.388 | INFO     | update_data_display:Row 5: Indexes 5 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:40:31.390 | INFO     | update_data_display:Row 6: Indexes 6 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:40:31.392 | INFO     | update_data_display:Row 7: Indexes 7 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:40:31.393 | INFO     | update_data_display:Row 8: Indexes 8 with values ['05.06.2024'] | main_window.py:252
2024-08-07 14:40:33.388 | INFO     | update_data_display:Displayed Data Columns and Locations: | main_window.py:248
2024-08-07 14:40:33.390 | INFO     | update_data_display:Row 1: Indexes 1 with values [] | main_window.py:252
2024-08-07 14:40:33.392 | INFO     | update_data_display:Row 2: Indexes 2 with values [] | main_window.py:252
2024-08-07 14:40:33.394 | INFO     | update_data_display:Row 3: Indexes 3 with values [] | main_window.py:252
2024-08-07 14:40:33.396 | INFO     | update_data_display:Row 4: Indexes 4 with values [] | main_window.py:252
2024-08-07 14:40:33.397 | INFO     | update_data_display:Row 5: Indexes 5 with values [] | main_window.py:252
2024-08-07 14:40:33.399 | INFO     | update_data_display:Row 6: Indexes 6 with values [] | main_window.py:252
2024-08-07 14:40:33.401 | INFO     | update_data_display:Row 7: Indexes 7 with values [] | main_window.py:252
2024-08-07 14:40:33.403 | INFO     | update_data_display:Row 8: Indexes 8 with values [] | main_window.py:252
2024-08-07 15:18:10.623 | INFO     | update_data_display:Displayed Data: | main_window.py:231
2024-08-07 15:18:10.625 | INFO     | update_data_display:Season Parker:  | main_window.py:233
2024-08-07 15:18:10.626 | INFO     | update_data_display:['05.06.2024'] | main_window.py:236
2024-08-07 15:18:10.628 | INFO     | update_data_display:['05.06.2024'] | main_window.py:236
2024-08-07 15:18:13.198 | INFO     | update_data_display:Displayed Data: | main_window.py:231
2024-08-07 15:18:13.200 | INFO     | update_data_display:Season Parker:  | main_window.py:233
2024-08-07 15:18:13.202 | INFO     | update_data_display:PMVC:  | main_window.py:233
2024-08-07 15:18:13.204 | INFO     | update_data_display:['05.06.2024', '05.06.2024'] | main_window.py:236
2024-08-07 15:18:13.206 | INFO     | update_data_display:['05.06.2024', '05.06.2024'] | main_window.py:236
2024-08-07 15:18:17.954 | INFO     | update_data_display:Displayed Data: | main_window.py:231
2024-08-07 15:18:17.956 | INFO     | update_data_display:Season Parker:  | main_window.py:233
2024-08-07 15:18:17.957 | INFO     | update_data_display:PMVC:  | main_window.py:233
2024-08-07 15:18:17.959 | INFO     | update_data_display:['05.06.2024', '1067'] | main_window.py:236
2024-08-07 15:18:17.961 | INFO     | update_data_display:['05.06.2024', '1067'] | main_window.py:236
2024-08-07 15:20:25.907 | INFO     | update_data_display:Displayed Data: | main_window.py:226
2024-08-07 15:20:25.908 | INFO     | update_data_display:Season Parker: Column index 0 | main_window.py:228
2024-08-07 15:20:25.908 | INFO     | update_data_display:PMVC: Column index 0 | main_window.py:228
2024-08-07 15:20:25.909 | INFO     | update_data_display:First Name: Column index 0 | main_window.py:228
2024-08-07 15:20:25.909 | INFO     | update_data_display:LastName: Column index 0 | main_window.py:228
2024-08-07 15:20:25.909 | INFO     | update_data_display:Lpn: Column index 0 | main_window.py:228
2024-08-07 15:20:25.910 | INFO     | update_data_display:tkep: Column index 0 | main_window.py:228
2024-08-07 15:20:25.910 | INFO     | update_data_display:Licence Plate: Column index 0 | main_window.py:228
2024-08-07 15:20:25.910 | INFO     | update_data_display:EPAN: Column index 0 | main_window.py:228
2024-08-07 15:20:25.911 | INFO     | update_data_display:PTcpt_name: Column index 0 | main_window.py:228
2024-08-07 15:20:25.911 | INFO     | update_data_display:ptcpt id: Column index 0 | main_window.py:228
2024-08-07 15:20:25.911 | INFO     | update_data_display:['05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024'] | main_window.py:231
2024-08-07 15:20:25.912 | INFO     | update_data_display:['05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024'] | main_window.py:231
2024-08-07 15:20:36.318 | INFO     | update_data_display:Displayed Data: | main_window.py:226
2024-08-07 15:20:36.321 | INFO     | update_data_display:Season Parker: Column index 1 | main_window.py:228
2024-08-07 15:20:36.323 | INFO     | update_data_display:PMVC: Column index 0 | main_window.py:228
2024-08-07 15:20:36.325 | INFO     | update_data_display:First Name: Column index 0 | main_window.py:228
2024-08-07 15:20:36.327 | INFO     | update_data_display:LastName: Column index 0 | main_window.py:228
2024-08-07 15:20:36.329 | INFO     | update_data_display:Lpn: Column index 0 | main_window.py:228
2024-08-07 15:20:36.331 | INFO     | update_data_display:tkep: Column index 0 | main_window.py:228
2024-08-07 15:20:36.333 | INFO     | update_data_display:Licence Plate: Column index 0 | main_window.py:228
2024-08-07 15:20:36.335 | INFO     | update_data_display:EPAN: Column index 0 | main_window.py:228
2024-08-07 15:20:36.337 | INFO     | update_data_display:PTcpt_name: Column index 0 | main_window.py:228
2024-08-07 15:20:36.339 | INFO     | update_data_display:ptcpt id: Column index 0 | main_window.py:228
2024-08-07 15:20:36.341 | INFO     | update_data_display:['1029', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024'] | main_window.py:231
2024-08-07 15:20:36.343 | INFO     | update_data_display:['1029', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024', '05.06.2024'] | main_window.py:231
2024-08-07 15:20:42.144 | INFO     | update_data_display:Displayed Data: | main_window.py:226
2024-08-07 15:20:42.146 | INFO     | update_data_display:Season Parker: Column index 4 | main_window.py:228
